tractid,ntaname,totpop00,pop2400,NHW00,A2034y00,colleg00,mdfami00,mdrent00,J,totpop16,pop2416,NHW16,A2034y16,College16,mdfami16,mdrent16,R,NHW0016,A2034y0016,College0016,mdfami0016,mdrent0016,X,scoresraw,score0.025,score0.5,score0.975,Borough_Code,Borough,NHW00PCT,NHW16PCT,NHWPCTDIFF,POSNHWDIFF
36005000200,Soundview-Castle Hill-Clason Point-Harding Park,3505,2059,136,709,171,50817,730,NA,5251,3494,93,1155,615,75165,1237,NA,-0.543553329,0.087381032,1.119,0.479130999,0.694520548,NA,-0.012303266,-1.288060938,-0.139751007,0.990197036,36005,Bronx,0.038801711840228244,0.01771091220719863,-0.021090799633029615,FALSE
36005000400,Soundview-Castle Hill-Clason Point-Harding Park,3354,1979,186,702,234,41019,643,NA,5980,4136,243,1308,972,81163,1390,NA,-0.267251052,0.045039019,0.988,0.978668422,1.161741835,NA,1.118075857,-0.685202893,0.337358707,1.375168913,36005,Bronx,0.055456171735241505,0.040635451505016726,-0.01482072023022478,FALSE
36005001600,Soundview-Castle Hill-Clason Point-Harding Park,5208,3157,294,1232,351,30104,558,NA,6056,3653,142,1143,358,36701,945,NA,-0.584638611,-0.202151135,-0.119,0.219140314,0.693548387,NA,-1.90884313,-1.896047862,-0.977492589,-0.060854317,36005,Bronx,0.056451612903225805,0.02344782034346103,-0.03300379255976477,FALSE
36005001900,Mott Haven-Port Morris,1613,961,80,239,37,23671,461,NA,2682,1805,195,837,370,39010,1134,NA,0.465953579,1.10621718,4.324,0.648008111,1.459869848,NA,3.69811807,0.763317047,1.640029899,2.523888675,36005,Bronx,0.04959702417854929,0.07270693512304251,0.023109910944493217,TRUE
36005002000,Soundview-Castle Hill-Clason Point-Harding Park,9101,4894,116,1799,302,19694,266,NA,9131,5477,128,1932,597,20789,610,NA,0.099822885,0.070401552,0.766,0.055600691,1.293233083,NA,0.308494131,-1.295466296,-0.302502128,0.729423927,36005,Bronx,0.012745852104164377,0.014018179826963092,0.0012723277227987152,TRUE
36005002300,Mott Haven-Port Morris,4305,2430,41,827,152,20217,229,NA,4824,2692,10,1142,140,20885,417,NA,-0.782338308,0.232328382,-0.169,0.0330415,0.820960699,NA,-1.706307003,-1.20508191,-0.122568084,0.960107802,36005,Bronx,0.009523809523809525,0.0020729684908789387,-0.007450841032930586,FALSE
36005002500,Mott Haven-Port Morris,5109,2728,19,1212,90,15662,340,NA,5651,3295,91,1332,313,24939,692,NA,3.330104593,-0.006398587,1.879,0.592325374,1.035294118,NA,1.78036507,0.387585329,1.41861982,2.436340477,36005,Bronx,0.0037189273830495204,0.016103344540789242,0.012384417157739722,TRUE
36005002701,Mott Haven-Port Morris,3033,1533,35,595,161,13077,264,NA,3034,1529,25,589,159,22759,447,NA,-0.285949713,-0.010410308,-0.01,0.74038388,0.693181818,NA,-0.637407894,-0.549493928,0.533968111,1.622549826,36005,Bronx,0.01153972964061985,0.008239947264337508,-0.0032997823762823415,FALSE
36005002702,Mott Haven-Port Morris,4736,2249,8,1114,77,12042,332,NA,4684,2429,45,1205,187,23403,963,NA,4.687446627,0.0936961,1.249,0.943447932,1.90060241,NA,2.920196856,0.928143196,1.906217911,2.89242974,36005,Bronx,0.0016891891891891893,0.009607173356105893,0.007917984166916704,TRUE
36005002800,Soundview-Castle Hill-Clason Point-Harding Park,5718,3720,49,1121,522,38448,586,NA,5350,3975,38,1191,791,51109,937,NA,-0.17114629,0.135524523,0.418,0.329301914,0.598976109,NA,-0.502015961,-0.997689314,0.011926036,1.026399838,36005,Bronx,0.00856942987058412,0.007102803738317757,-0.0014666261322663632,FALSE
36005003100,Mott Haven-Port Morris,1504,862,112,351,110,28365,616,NA,1744,1019,14,409,105,53229,1025,NA,-0.892201835,0.004887739,-0.193,0.876573242,0.663961039,NA,-1.58442128,-1.146477599,-0.171870514,0.787893835,36005,Bronx,0.07446808510638298,0.008027522935779817,-0.06644056217060315,FALSE
36005003300,Mott Haven-Port Morris,3090,1490,11,653,50,11420,277,NA,3855,2038,45,772,159,20568,626,NA,2.279094446,-0.052371277,1.325,0.801050788,1.259927798,NA,1.777648007,0.364969742,1.312499671,2.290432777,36005,Bronx,0.0035598705501618125,0.011673151750972763,0.008113281200810951,TRUE
36005003500,Mott Haven-Port Morris,3448,1805,64,723,150,20122,417,NA,3935,2343,15,1003,246,31826,880,NA,-0.794631512,0.215584507,0.263,0.581651923,1.110311751,NA,-0.186109469,-0.908483216,0.147017016,1.195614783,36005,Bronx,0.018561484918793503,0.0038119440914866584,-0.014749540827306845,FALSE
36005003800,Soundview-Castle Hill-Clason Point-Harding Park,1328,697,77,281,56,53705,711,NA,1246,835,14,368,81,33750,911,NA,-0.806216256,0.395794657,0.207,-0.371566893,0.281293952,NA,-2.765208434,-2.696669025,-1.640980731,-0.562601412,36005,Bronx,0.05798192771084337,0.011235955056179775,-0.0467459726546636,FALSE
36005003900,Mott Haven-Port Morris,6022,3492,30,1456,104,23006,389,NA,6487,3854,297,1970,316,36297,1067,NA,8.190349931,0.256034893,1.753,0.577718856,1.742930591,NA,3.11198049,0.79704119,1.724208931,2.660097476,36005,Bronx,0.004981733643307871,0.04578387544319408,0.04080214179988621,TRUE
36005004001,Soundview-Bruckner,1365,1047,180,183,195,35156,636,NA,1489,1105,171,243,147,62857,1057,NA,-0.129113499,0.21728743,-0.286,0.787945159,0.661949686,NA,-0.648876674,-1.635830009,-0.656054786,0.344521318,36005,Bronx,0.13186813186813187,0.11484217595701814,-0.017025955911113735,FALSE
36005004100,Mott Haven-Port Morris,5240,2769,21,1163,71,15000,269,NA,6208,2965,36,1399,169,18394,538,NA,0.446980854,0.015354221,1.223,0.226266667,1,NA,0.545209229,-0.055782053,0.925634042,1.931039503,36005,Bronx,0.00400763358778626,0.005798969072164949,0.0017913354843786889,TRUE
36005004200,Soundview-Castle Hill-Clason Point-Harding Park,7762,4644,174,1375,531,31572,493,NA,7848,4726,362,1719,534,29646,815,NA,1.057661664,0.236482068,-0.012,-0.061003421,0.653144016,NA,-0.907415111,-1.658453827,-0.750277289,0.159017753,36005,Bronx,0.022416902860087608,0.046126401630988786,0.02370949877090118,TRUE
36005004300,Mott Haven-Port Morris,4780,2534,45,1011,105,21956,367,NA,6021,3506,23,1606,291,22643,786,NA,-0.594234992,0.26111199,1.003,0.031289852,1.141689373,NA,0.070913088,-0.645130553,0.368931534,1.356863665,36005,Bronx,0.009414225941422594,0.0038199634612190664,-0.005594262480203528,FALSE
36005004400,Soundview-Bruckner,4671,2494,203,957,158,14346,239,NA,4827,2844,81,1011,256,26250,480,NA,-0.613880665,0.022284524,0.421,0.829778335,1.008368201,NA,0.087527193,-1.3119716830000001,-0.394993185,0.534229213,36005,Bronx,0.04345964461571398,0.01678060907395898,-0.026679035541755,FALSE
36005004600,Soundview-Castle Hill-Clason Point-Harding Park,1376,874,100,270,89,22500,361,NA,1976,1189,51,338,220,35000,808,NA,-0.6448583,-0.128265107,0.817,0.555555556,1.238227147,NA,0.121131044,-1.380303549,-0.338717392,0.721243665,36005,Bronx,0.07267441860465117,0.025809716599190284,-0.04686470200546088,FALSE
36005004800,Soundview-Bruckner,3536,1939,50,898,117,15817,590,NA,4504,2739,29,1150,241,31863,1095,NA,-0.544653641,0.005391891,0.458,1.014478093,0.855932203,NA,0.130302525,-1.134987075,-0.260496269,0.615592532,36005,Bronx,0.01414027149321267,0.006438721136767318,-0.007701550356445352,FALSE
36005005001,Soundview-Bruckner,4964,2661,70,1317,214,20938,617,NA,5181,3000,47,1103,354,35547,1291,NA,-0.356693413,-0.197568594,0.467,0.697726621,1.092382496,NA,-0.031624213,-1.04719923,0.016354301,1.090914168,36005,Bronx,0.014101531023368252,0.009071607797722448,-0.0050299232256458045,FALSE
36005005002,Soundview-Bruckner,5776,3097,83,1539,250,20938,617,NA,5687,3372,35,1684,263,31368,1168,NA,-0.57171397,0.111341222,-0.034,0.498137358,0.893030794,NA,-0.689359354,-1.344762959,-0.299154764,0.771494231,36005,Bronx,0.014369806094182825,0.006154387198874627,-0.008215418895308198,FALSE
36005005100,Mott Haven-Port Morris,5594,2801,55,955,85,13469,226,NA,5676,3044,9,1342,277,21525,522,NA,-0.838727657,0.384934454,1.999,0.598114188,1.309734513,NA,1.213520576,-0.050950041,0.833291325,1.746300867,36005,Bronx,0.009831962817304255,0.0015856236786469344,-0.00824633913865732,FALSE
36005005200,Soundview-Bruckner,2112,1184,8,546,54,20484,307,NA,2368,1468,14,689,138,45000,660,NA,0.560810811,0.125482625,1.061,1.196836555,1.149837134,NA,1.758583713,-0.167901051,0.790129065,1.760267471,36005,Bronx,0.003787878787878788,0.0059121621621621625,0.0021242833742833745,TRUE
36005005300,University Heights-Morris Heights,1255,617,5,243,58,18567,573,NA,3866,2041,69,865,251,12300,946,NA,3.479824108,0.155557897,0.308,-0.337534335,0.65095986,NA,-0.88579174,-1.714065542,-0.578523586,0.575290648,36005,Bronx,0.00398406374501992,0.01784790481117434,0.01386384106615442,TRUE
36005005400,West Farms-Bronx River,5550,2993,106,1252,154,24335,636,NA,6292,3836,105,1575,280,31400,1204,NA,-0.126248965,0.109635899,0.419,0.290322581,0.893081761,NA,-0.150932189,-1.123138007,-0.209035373,0.690439823,36005,Bronx,0.0190990990990991,0.016687857596948505,-0.0024112415021505934,FALSE
36005005600,West Farms-Bronx River,2724,1715,10,649,147,26544,634,NA,2614,1661,40,465,93,29740,1056,NA,3.168324407,-0.253362539,-0.347,0.120403858,0.665615142,NA,-1.54739694,-2.027130094,-0.971459838,0.0800402,36005,Bronx,0.003671071953010279,0.015302218821729151,0.011631146868718873,TRUE
36005005902,East Concourse-Concourse Village,2677,1729,71,544,341,30720,708,NA,2746,1775,84,632,465,29920,1256,NA,0.153370331,0.132572512,0.328,-0.026041667,0.774011299,NA,-0.694302777,-1.251251135,-0.257433765,0.748208422,36005,Bronx,0.02652222637280538,0.03058994901675164,0.00406772264394626,TRUE
36005006000,Crotona Park East,1088,616,29,241,37,27381,588,NA,1269,791,17,342,182,39783,1118,NA,-0.497404962,0.216679909,2.831,0.452941821,0.901360544,NA,1.180707969,-1.022934923,-0.186370839,0.653163348,36005,Bronx,0.02665441176470588,0.013396375098502758,-0.013258036666203123,FALSE
36005006100,East Concourse-Concourse Village,4039,2998,78,592,446,34611,514,NA,3878,3158,91,850,1017,57083,1011,NA,0.215102286,0.495420285,1.165,0.649273352,0.96692607,NA,1.448464454,-0.372933253,0.501868644,1.374562939,36005,Bronx,0.01931171081950978,0.023465703971119134,0.004153993151609355,TRUE
36005006200,West Farms-Bronx River,6399,3594,87,1360,256,22217,410,NA,7386,4099,2,1833,291,32000,703,NA,-0.980083476,0.16768678,-0.003,0.44033848,0.714634146,NA,-2.062643272,-2.009077289,-1.103142521,-0.191653333,36005,Bronx,0.013595874355368026,2.7078256160303275e-4,-0.013325091793764994,FALSE
36005006300,West Concourse,5815,3463,163,1486,235,27761,651,NA,4291,3109,244,1128,768,35972,1162,NA,1.028586012,0.028682839,2.64,0.295774648,0.784946237,NA,1.137379814,-0.445204922,0.360681099,1.188504737,36005,Bronx,0.028030954428202925,0.05686320205080401,0.028832247622601084,TRUE
36005006400,West Farms-Bronx River,3833,2286,37,847,335,35500,741,NA,3266,2112,154,520,283,36727,1203,NA,3.88474206,-0.279485754,-0.086,0.03456338,0.623481781,NA,-1.307729018,-1.99129348,-0.996232728,0.0012137,36005,Bronx,0.009653013305504827,0.04715248009797918,0.03749946679247435,TRUE
36005006500,Melrose South-Mott Haven North,4789,2589,232,1199,310,19961,512,NA,5609,3140,138,1158,336,27197,984,NA,-0.49213241,-0.175389666,-0.106,0.362506888,0.921875,NA,-1.269413062,-1.176195415,-0.179927777,0.781437388,36005,Bronx,0.04844435163917311,0.024603316099126405,-0.023841035540046702,FALSE
36005006700,Melrose South-Mott Haven North,6491,3378,167,1297,67,22256,354,NA,7597,4127,21,1887,260,21563,696,NA,-0.89255844,0.243086663,2.176,-0.031137671,0.966101695,NA,-0.243056251,-0.747324288,0.270111606,1.24939467,36005,Bronx,0.025727930981358803,0.0027642490456759247,-0.022963681935682878,FALSE
36005006800,Soundview-Bruckner,3132,1987,14,781,210,33191,768,NA,3358,2257,110,886,255,41544,1228,NA,6.3283417,0.058092777,0.069,0.251664608,0.598958333,NA,-0.099398684,-1.507902576,-0.541540061,0.408185648,36005,Bronx,0.004469987228607918,0.03275759380583681,0.02828760657722889,TRUE
36005006900,Melrose South-Mott Haven North,4400,2118,147,870,139,10868,295,NA,8672,4731,221,2084,932,28933,873,NA,-0.237204107,0.215379395,2.002,1.66221936,1.959322034,NA,3.116593991,0.82674452,1.894520169,2.985705378,36005,Bronx,0.03340909090909091,0.02548431734317343,-0.007924773565917479,FALSE
36005007000,Soundview-Bruckner,4084,2423,184,844,326,35081,708,NA,4889,3009,113,1229,322,33277,1288,NA,-0.486989426,0.216396418,-0.205,-0.051423848,0.81920904,NA,-1.554604766,-2.223376622,-1.125021649,-0.066772781,36005,Bronx,0.04505386875612145,0.0231131110656576,-0.021940757690463848,FALSE
36005007100,Melrose South-Mott Haven North,1961,995,15,409,107,37891,379,NA,2544,1602,42,586,391,41298,1011,NA,1.158333333,0.104421353,1.27,0.089915811,1.667546174,NA,1.379487115,0.070088016,0.955850159,1.812282785,36005,Bronx,0.007649158592554819,0.01650943396226415,0.008860275369709332,TRUE
36005007200,Soundview-Bruckner,5369,3336,426,1223,508,33777,681,NA,5563,3457,341,1504,771,34009,1142,NA,-0.227445505,0.186877026,0.465,0.006868579,0.676945668,NA,-0.76154465,-1.717307192,-0.844949713,0.044563905,36005,Bronx,0.0793443844291302,0.06129786086643897,-0.018046523562691222,FALSE
36005007300,Melrose South-Mott Haven North,3248,1662,6,780,74,20087,494,NA,4046,2362,63,1141,111,23696,964,NA,7.429065744,0.17430574,0.055,0.179668442,0.951417004,NA,0.48803887,-0.499882441,0.486175013,1.501615131,36005,Bronx,0.0018472906403940886,0.015570934256055362,0.013723643615661274,TRUE
36005007400,Soundview-Castle Hill-Clason Point-Harding Park,3263,2156,89,685,494,42288,658,NA,3701,2464,115,931,515,48333,1275,NA,0.139215335,0.198276654,-0.088,0.142948354,0.93768997,NA,-0.607059886,-1.374644373,-0.371106835,0.638523625,36005,Bronx,0.027275513331290222,0.0310726830586328,0.003797169727342578,TRUE
36005007500,Melrose South-Mott Haven North,4688,2665,47,971,211,23321,450,NA,6043,3342,86,1543,498,34844,793,NA,0.419500671,0.232769,0.882,0.494104026,0.762222222,NA,0.629815243,-0.089802194,0.816386333,1.720122312,36005,Bronx,0.010025597269624573,0.014231342048651332,0.004205744779026759,TRUE
36005007600,West Farms-Bronx River,4902,2939,193,1206,367,35218,684,NA,5013,3449,203,1445,269,38894,1226,NA,0.028523766,0.171645265,-0.375,0.104378443,0.792397661,NA,-1.395392266,-2.005022765,-1.088694324,-0.16603073,36005,Bronx,0.03937168502651979,0.04049471374426491,0.0011230287177451184,TRUE
36005007700,Melrose South-Mott Haven North,1547,787,19,355,29,20521,592,NA,2040,1186,48,572,153,35833,1221,NA,0.915789474,0.221877934,2.501,0.746162468,1.0625,NA,2.153227705,0.348819601,1.343192967,2.344438573,36005,Bronx,0.012281835811247576,0.023529411764705882,0.011247575953458306,TRUE
36005007800,Westchester-Unionport,6458,3753,596,1449,463,39387,717,NA,6535,3993,225,1803,571,35083,1308,NA,-0.626931392,0.229645118,0.159,-0.109274634,0.824267782,NA,-1.306094196,-1.99095809,-0.986730376,0.019093085,36005,Bronx,0.09228863425209043,0.03442999234889059,-0.05785864190319984,FALSE
36005007900,Melrose South-Mott Haven North,6598,3752,149,1347,179,17988,385,NA,6693,3806,9,1631,255,29272,703,NA,-0.940454667,0.193652334,0.404,0.627307094,0.825974026,NA,-0.884770475,-0.730735671,0.121693952,0.981227096,36005,Bronx,0.02258260078811761,0.001344688480502017,-0.021237912307615594,FALSE
36005008300,Longwood,6204,3389,45,1530,162,26799,504,NA,6887,4016,23,1675,514,31888,889,NA,-0.539576981,-0.013799799,1.677,0.189895145,0.763888889,NA,-0.118008997,-0.706699813,0.306987312,1.309884402,36005,Bronx,0.007253384912959381,0.0033396253811528967,-0.0039137595318064836,FALSE
36005008400,Soundview-Castle Hill-Clason Point-Harding Park,2167,1228,43,356,190,39821,893,NA,2528,1629,39,729,365,80234,1471,NA,-0.222540109,0.755332412,0.448,1.014866528,0.647256439,NA,0.887882047,-0.710347923,0.372652065,1.447621961,36005,Bronx,0.019843101061375174,0.015427215189873418,-0.004415885871501756,FALSE
36005008500,Longwood,5335,2858,85,1319,214,18036,401,NA,6406,4086,51,1720,523,30321,1003,NA,-0.500312207,0.08600329,0.709,0.681137725,1.501246883,NA,0.912567966,-0.314108378,0.676205091,1.693193585,36005,Bronx,0.015932521087160263,0.007961286294099281,-0.007971234793060982,FALSE
36005008600,Soundview-Castle Hill-Clason Point-Harding Park,4381,2299,73,929,97,17891,300,NA,3849,2480,21,883,243,27083,408,NA,-0.672567506,0.081858176,1.322,0.513777877,0.36,NA,-0.544829462,-1.405653846,-0.327475084,0.729261794,36005,Bronx,0.016662862360191738,0.005455962587685113,-0.011206899772506624,FALSE
36005008700,Longwood,5208,2674,42,1103,151,22322,515,NA,6420,4096,120,1575,299,33771,1027,NA,1.317757009,0.158353174,0.293,0.51290207,0.994174757,NA,0.607902484,-0.421929022,0.527899678,1.460189425,36005,Bronx,0.008064516129032258,0.018691588785046728,0.01062707265601447,TRUE
36005008900,Hunts Point,3012,1683,25,668,136,23049,429,NA,3323,1832,52,757,185,38512,929,NA,0.885332531,0.02717406,0.25,0.670875092,1.165501166,NA,0.659739963,-0.422827297,0.53709978,1.460787183,36005,Bronx,0.008300132802124834,0.015648510382184774,0.007348377580059941,TRUE
36005009000,Soundview-Castle Hill-Clason Point-Harding Park,3642,2055,150,707,174,19981,280,NA,3636,2104,99,932,282,34155,438,NA,-0.338910891,0.320421434,0.583,0.709373905,0.564285714,NA,0.113677787,-1.034514862,-0.083205947,0.878735832,36005,Bronx,0.04118616144975288,0.027227722772277228,-0.013958438677475652,FALSE
36005009200,Westchester-Unionport,4754,2941,585,1214,467,40661,702,NA,5975,3813,103,1423,694,50347,1276,NA,-0.859911454,-0.067374081,0.146,0.238213522,0.817663818,NA,-1.616073466,-2.127515997,-1.123239932,-0.143590197,36005,Bronx,0.12305427008834666,0.017238493723849373,-0.10581577636449728,FALSE
36005009300,Hunts Point,5517,2703,93,1232,112,19864,534,NA,6601,4168,65,2012,396,31403,1157,NA,-0.415850971,0.364930441,1.293,0.580900121,1.166666667,NA,1.232877341,0.037062909,0.905495687,1.781608739,36005,Bronx,0.016856987493202826,0.009846992879866687,-0.007009994613336139,FALSE
36005009600,Westchester-Unionport,1947,1228,249,408,194,49020,830,NA,2597,1759,175,611,357,56652,1526,NA,-0.473094534,0.12272928,0.285,0.155691554,0.838554217,NA,-0.724875327,-1.561712145,-0.699015411,0.170595422,36005,Bronx,0.12788906009244994,0.0673854447439353,-0.06050361534851463,FALSE
36005009800,Westchester-Unionport,5460,3593,339,1109,556,45670,675,NA,5306,3511,139,1153,962,67188,1386,NA,-0.578069909,0.069850658,0.771,0.471162689,1.053333333,NA,0.164880203,-1.224143033,-0.345742168,0.512353983,36005,Bronx,0.06208791208791209,0.026196758386732,-0.03589115370118009,FALSE
36005011502,Hunts Point,4124,1955,12,991,63,16091,496,NA,4656,2468,26,1157,311,30357,998,NA,0.919100802,0.034106789,2.91,0.886582562,1.012096774,NA,2.110461771,0.214742775,1.147056557,2.078193426,36005,Bronx,0.002909796314258002,0.005584192439862543,0.002674396125604541,TRUE
36005011700,Hunts Point,1725,953,10,436,31,18102,599,NA,1536,847,45,395,100,33611,1094,NA,4.053710938,0.017439256,2.63,0.85675616,0.826377295,NA,2.15701641,0.56124065,1.763784506,2.984825691,36005,Bronx,0.005797101449275362,0.029296875,0.023499773550724638,TRUE
36005011800,Schuylerville-Throgs Neck-Edgewater Park,5097,3260,4278,1207,714,64258,791,NA,5267,3011,3677,1234,795,98750,1752,NA,-0.168228252,-0.010628935,0.206,0.536773631,1.214917826,NA,0.122158505,-1.116516304,-0.018540124,1.136963027,36005,Bronx,0.8393172454384933,0.6981203721283463,-0.14119687331014696,FALSE
36005011900,Hunts Point,4793,2591,55,1114,122,20000,413,NA,5179,3101,9,1240,214,26723,941,NA,-0.848559743,0.030144178,0.466,0.33615,1.278450363,NA,-0.460940981,-0.836407684,0.075564193,0.998156876,36005,Bronx,0.011475067807218861,0.0017377872176095772,-0.009737280589609284,FALSE
36005012101,Morrisania-Melrose,2802,1524,37,704,155,19939,561,NA,2875,1738,86,861,186,30469,1013,NA,1.265306698,0.19195751,0.052,0.528110738,0.8057041,NA,0.160947904,-0.941252284,0.120594254,1.209279876,36005,Bronx,0.013204853675945753,0.02991304347826087,0.016708189802315115,TRUE
36005012102,Hunts Point,1695,802,47,311,24,17765,384,NA,1682,818,5,486,81,20068,495,NA,-0.892794798,0.574778915,2.309,0.129636927,0.2890625,NA,-0.619354918,-1.244896938,-0.195111852,0.883394141,36005,Bronx,0.027728613569321534,0.002972651605231867,-0.024755961964089666,FALSE
36005012300,Crotona Park East,2927,1519,40,589,95,21923,364,NA,3893,2396,67,990,345,33295,663,NA,0.259369381,0.263741416,1.302,0.518724627,0.821428571,NA,0.970919645,-0.453250012,0.333726133,1.148529487,36005,Bronx,0.013665869490946362,0.01721037760082199,0.003544508109875626,TRUE
36005012500,Morrisania-Melrose,2264,1377,48,455,184,37708,542,NA,4311,2605,58,1120,336,30097,1089,NA,-0.365421789,0.29272166,-0.035,-0.201840458,1.009225092,NA,-1.171656385,-1.133350219,-0.171608767,0.800060359,36005,Bronx,0.02120141342756184,0.013453954998840176,-0.007747458428721663,FALSE
36005012701,Hunts Point,2268,1352,57,522,77,12192,347,NA,1954,1246,49,412,152,21530,733,NA,-0.002208695,-0.083895105,1.142,0.765912073,1.112391931,NA,0.909851224,-0.541162996,0.396901691,1.276520082,36005,Bronx,0.02513227513227513,0.025076765609007165,-5.550952326796588e-5,FALSE
36005012901,Longwood,2814,1546,51,551,99,14364,357,NA,4240,2341,105,994,199,24879,942,NA,0.366398446,0.19727254,0.327,0.732038429,1.638655462,NA,1.359066353,-0.042208374,0.841916827,1.729440131,36005,Bronx,0.01812366737739872,0.024764150943396228,0.006640483565997508,TRUE
36005013000,Schuylerville-Throgs Neck-Edgewater Park,1123,795,770,217,130,51346,757,NA,1447,985,629,367,264,75500,1429,NA,-0.366026441,0.312555136,0.639,0.470416391,0.887714663,NA,0.341803749,-1.033837981,0.02076886,1.099435348,36005,Bronx,0.6856634016028496,0.4346924671734623,-0.2509709344293872,FALSE
36005013100,Longwood,3519,1797,65,670,182,14762,473,NA,5008,2733,31,1068,358,33977,901,NA,-0.664877734,0.120086071,0.293,1.301652893,0.904862579,NA,0.289856933,-0.404025065,0.531245267,1.48973972,36005,Bronx,0.01847115657857346,0.006190095846645367,-0.012281060731928091,FALSE
36005013200,Schuylerville-Throgs Neck-Edgewater Park,5597,3944,3283,1229,627,68064,814,NA,7160,5184,2106,1322,1747,112736,1309,NA,-0.498547537,-0.159143556,1.12,0.65632346,0.608108108,NA,-0.294177723,-1.392040046,-0.242429211,0.904057687,36005,Bronx,0.586564230837949,0.2941340782122905,-0.29243015262565847,FALSE
36005013300,Morrisania-Melrose,6047,3320,25.5,1047,237,17933,317,NA,6095,3729,91,1636,440,29629,675,NA,2.540523412,0.550254056,0.653,0.652205431,1.129337539,NA,1.831085757,0.297055398,1.259027079,2.23790133,36005,Bronx,0.004216967091119564,0.014930270713699755,0.010713303622580191,TRUE
36005013500,Morrisania-Melrose,3126,1626,18,617,96,16588,396,NA,3855,2375,54,871,285,38265,702,NA,1.432684825,0.14471555,1.033,1.30678804,0.772727273,NA,1.571131743,0.18576701,1.146311431,2.113256539,36005,Bronx,0.005758157389635317,0.014007782101167316,0.008249624711531999,TRUE
36005013800,Schuylerville-Throgs Neck-Edgewater Park,1964,1353,1205,403,229,56953,782,NA,2794,2038,1713,613,428,100703,1273,NA,-7.24136e-4,0.06922846,0.241,0.768177269,0.627877238,NA,-0.168303158,-1.219908141,-0.268488313,0.634090619,36005,Bronx,0.6135437881873728,0.6130994989262706,-4.4428926110218203e-4,FALSE
36005014100,Morrisania-Melrose,2227,1021,8,492,43,12806,518,NA,5781,3472,19,1347,618,35225,1074,NA,-0.08508476,0.054677645,3.226,1.750663751,1.073359073,NA,2.598876228,0.629345585,1.604032002,2.583272533,36005,Bronx,0.003592276605298608,0.003286628610966961,-3.05647994331647e-4,FALSE
36005014300,East Concourse-Concourse Village,748,312,7,157,13,9893,457,NA,1085,727,57,245,80,38750,541,NA,4.613693219,0.075816725,1.641,2.916910947,0.18380744,NA,2.053364996,0.294696647,1.269648251,2.225347679,36005,Bronx,0.009358288770053475,0.052534562211981564,0.04317627344192809,TRUE
36005014400,Schuylerville-Throgs Neck-Edgewater Park,5624,3205,524,1135,237,27203,364,NA,6198,3441,212,1354,406,33864,567,NA,-0.632888225,0.08247168,0.596,0.244862699,0.557692308,NA,-0.948144673,-1.586864929,-0.558062955,0.454951772,36005,Bronx,0.09317211948790896,0.03420458212326557,-0.05896753736464339,FALSE
36005014500,Claremont-Bathgate,4878,2500,24,1060,212,17205,369,NA,8112,4260,88,1694,426,22543,902,NA,1.204881657,-0.03900441,0.179,0.310258646,1.444444444,NA,0.458601197,-0.180433847,0.754288224,1.712119769,36005,Bronx,0.004920049200492005,0.010848126232741617,0.005928077032249612,TRUE
36005014701,Claremont-Bathgate,5946,2871,10,1115,140,12951,273,NA,7152,3523,69,1465,391,15691,436,NA,4.736493289,0.092345833,1.276,0.211566674,0.597069597,NA,0.719787233,-0.100939318,0.893881967,1.897212683,36005,Bronx,0.0016818028927009755,0.00964765100671141,0.007965848114010434,TRUE
36005014702,Claremont-Bathgate,4979,2405,9,941,119,12951,273,NA,5326,2894,70,1536,272,21131,500,NA,6.271039346,0.525957916,0.899,0.631611459,0.831501832,NA,1.909236898,0.386790705,1.438112708,2.516848081,36005,Bronx,0.0018075918859208676,0.013143071723619977,0.01133547983769911,TRUE
36005014900,Morrisania-Melrose,3668,2144,29,915,116,19647,490,NA,4508,2791,109,1260,374,31654,981,NA,2.058256586,0.120456165,1.477,0.61113656,1.002040816,NA,1.597333931,0.25151574,1.178489429,2.117966427,36005,Bronx,0.007906215921483098,0.024179236912156166,0.01627302099067307,TRUE
36005015100,Morrisania-Melrose,4743,2438,18,1154,230,20064,586,NA,5172,3169,74,1099,450,44643,1035,NA,2.770108275,-0.126653685,0.505,1.225029904,0.766211604,NA,0.924278157,-0.210739613,0.761304598,1.721752288,36005,Bronx,0.003795066413662239,0.014307811291569992,0.010512744877907753,TRUE
36005015200,Schuylerville-Throgs Neck-Edgewater Park,2359,1587,1389,465,240,60417,858,NA,2805,1924,645,558,458,73627,1399,NA,-0.60947167,0.009197861,0.574,0.21864707,0.630536131,NA,-0.96546882999999994,-1.59959993,-0.631678726,0.323900171,36005,Bronx,0.5888088172954642,0.22994652406417113,-0.35886229323129304,FALSE
36005015300,Crotona Park East,2962,1632,9,739,129,20511,451,NA,4880,2952,48,1161,558,23279,1097,NA,2.23715847,-0.046429047,1.391,0.134951977,1.432372506,NA,1.246142493,-0.408252957,0.647668822,1.717478907,36005,Bronx,0.003038487508440243,0.009836065573770493,0.00679757806533025,TRUE
36005015500,Crotona Park East,2830,1562,30,710,122,25365,368,NA,2966,1706,8,499,278,23224,764,NA,-0.7455608,-0.329409362,1.086,-0.084407648,1.076086957,NA,-1.276452382,-1.73780798,-0.684729285,0.388373032,36005,Bronx,0.01060070671378092,0.0026972353337828725,-0.007903471379998047,FALSE
