nta_id,total_pop,mean_income,below_poverty_line_count,below_poverty_line_and_50_count,mean_rent,unemployment_count,latinx_count,white_count,black_count,native_count,asian_count,naturalized_citizen_count,noncitizen_count,uninsured_count,school_count,eviction_count,store_count,sub_count,bus_count,mean_ridership,perc_covered_by_transit,nta_type,Name,transportation_desert_4cat,transportation_desert_3cat,borough.x,borough.y,geometry
BX2791,15,NA,3,2,NA,2,5,0,10,0,0,0,1,0,1,13,1,1,14,NA,68.09953484344763,9,Bronx Park,Limited,Typical,Bronx,Bronx,"list(c(-73.883934, -73.880515, -73.880764, -73.880714, -73.881668, -73.882003, -73.882322, -73.882883, -73.883109, -73.882844, -73.881056, -73.880477, -73.879194, -73.878007, -73.877314, -73.878171, -73.876856, -73.874591, -73.871823, -73.869209, -73.868235, -73.868609, -73.869377, -73.869815, -73.869889, -73.868383, -73.871083, -73.870884, -73.870579, -73.870462, -73.870419, -73.870455, -73.870492, -73.870537, -73.870562, -73.870377, -73.870313, -73.869435, -73.870944, -73.871605, -73.872553, -73.874367, 
-73.876292, -73.87986, -73.883079, -73.882689, -73.883279, -73.883617, -73.883858, -73.883934, 40.86495, 40.860346, 40.856992, 40.856798, 40.853348, 40.852189, 40.851061, 40.849074, 40.848273, 40.847818, 40.846594, 40.846197, 40.845321, 40.844484, 40.844007, 40.842625, 40.84223, 40.841521, 40.844117, 40.849239, 40.850913, 40.852088, 40.854266, 40.855484, 40.855971, 40.857812, 40.857377, 40.858895, 40.861405, 40.863272, 40.865363, 40.866633, 40.867951, 40.869674, 40.871511, 40.873285, 40.875341, 40.878129, 
40.878511, 40.876922, 40.875175, 40.872701, 40.870526, 40.868274, 40.866593, 40.866152, 40.865726, 40.865453, 40.865191, 40.86495))"
BX2891,24,NA,0,4,NA,0,4,0,20,0,0,0,0,0,1,2,2,1,22,NA,11.476852927430413,9,Pelham Bay Park,Limited,Poor,Bronx,Bronx,"list(c(-73.821267, -73.820873, -73.816341, -73.816752, -73.817557, -73.818807, -73.820554, -73.827239, -73.828372, -73.828521, -73.832821, -73.831291, -73.828602, -73.827355, -73.827185, -73.827997, -73.826883, -73.826113, -73.826241, -73.82518, -73.825079, -73.824957, -73.822038, -73.820484, -73.820141, -73.816312, -73.815674, -73.8149671041833, -73.815928, -73.8161524601055, -73.816641, -73.8165794277329, -73.8126, -73.8126, -73.8115185181963, -73.808322, -73.8077204350357, -73.8075890852844, -73.8050055575206, 
-73.804757, -73.80547, -73.8037018632791, -73.801726, -73.8004072944909, -73.800110788223, -73.799543, -73.797252, -73.7941162409583, -73.793575, -73.7903979349253, -73.7916621178674, -73.793111, -73.791209, -73.78598, -73.783366, -73.783777544598, -73.784803, -73.7835452253621, -73.783702, -73.792942, -73.793702, -73.799251, -73.805551, -73.807578, -73.813129, -73.81936, -73.819814, -73.819926, -73.823296, -73.821267, 40.869071, 40.868907, 40.8661, 40.864544, 40.863588, 40.862482, 40.860967, 40.859194, 
40.860947, 40.860746, 40.856124, 40.855434, 40.855718, 40.85283, 40.851711, 40.848624, 40.846903, 40.845339, 40.842994, 40.8427, 40.844304, 40.846105, 40.84769, 40.848501, 40.84802, 40.848551, 40.848855, 40.8489190098121, 40.849891, 40.8510230596626, 40.853487, 40.8535006979629, 40.854386, 40.8587, 40.8587455041432, 40.85888, 40.8588194216487, 40.858806194563, 40.8585460300561, 40.858521, 40.855105, 40.8519687297106, 40.848464, 40.8482000172664, 40.8481406616827, 40.848027, 40.852196, 40.8552594023288, 
40.856326, 40.8603742250026, 40.8618558766405, 40.863554, 40.868946, 40.869485, 40.871822, 40.8737425414573, 40.878528, 40.8810395563405, 40.881078, 40.883411, 40.882897, 40.88463, 40.885932, 40.885773, 40.886722, 40.885726, 40.885574, 40.88212, 40.873098, 40.869071))"
MN0101,46466,181411.57142857142,2987,1066,3267,1068,3463,31187,1030,51,9000,6249,6195,1381,12,152,60,14,44,25104.88888888889,99.58444181124307,0,Financial District-Battery Park City,Excellent,Excellent,Manhattan,Manhattan,"list(list(c(-74.001039, -73.998763, -73.998033, -73.9975, -73.999496, -74.0000444533093, -74.0004938144981, -74.001039, 40.697899, 40.69711, 40.698752, 40.699653, 40.700329, 40.6994652660133, 40.6987575876666, 40.697899)), list(c(-74.024543, -74.019526, -74.0194854329352, -74.018073039368, -74.0179856160188, -74.016628, -74.014289, -74.014312, -74.013834, -74.0136137210229, -74.0109963083515, -74.009043, -74.0088047700443, -74.0067847421372, -74.004051, -74.0037768093859, -73.998137, -73.996698, 
-73.995138, -73.995069, -73.994498, -73.999177, -73.999495, -74.001419, -74.003311, -74.003537, -74.004977, -74.005589, -74.007018, -74.008601, -74.010122, -74.011663, -74.0137, -74.013382, -74.012731, -74.012292, -74.013046, -74.016864, -74.0224656208889, -74.0233371654942, -74.02385865547, -74.024543, 40.709436, 40.706985, 40.706907749951, 40.7042181919879, 40.7040517156102, 40.704799, 40.704549, 40.702864, 40.702406, 40.7000707091621, 40.7003680798422, 40.70059, 40.7007361735485, 40.701975625768, 
40.703653, 40.7035543395964, 40.701525, 40.700877, 40.70298, 40.703102, 40.704318, 40.708022, 40.708279, 40.709815, 40.711315, 40.711495, 40.712282, 40.71217, 40.711784, 40.711392, 40.712085, 40.712798, 40.713668, 40.714408, 40.717114, 40.719039, 40.719086, 40.719611, 40.7203389053696, 40.7157646953441, 40.7130277101558, 40.709436)))"
MN0102,21346,211822.25,682,366,2864.5,491,1699,15550,963,0,2458,2053,2293,432,3,43,36,7,34,25344.6,99.97907953478034,0,Tribeca-Civic Center,Excellent,Excellent,Manhattan,Manhattan,"list(c(-74.0224656208889, -74.016864, -74.013046, -74.012292, -74.012731, -74.013382, -74.0137, -74.011663, -74.010122, -74.008601, -74.007018, -74.005589, -74.004858, -74.003603, -74.003094, -74.002598, -74.002115, -73.999956, -74.001273, -74.001884, -74.003512, -74.004635, -74.00531, -74.007912, -74.010041, -74.010812, -74.011978, -74.01599, -74.0214927100048, -74.0215368615688, -74.0218509332832, -74.0224656208889, 40.7203389053696, 40.719611, 40.719086, 40.719039, 40.717114, 40.714408, 40.713668, 
40.712798, 40.712085, 40.711392, 40.711784, 40.71217, 40.712453, 40.713646, 40.713958, 40.714313, 40.715159, 40.718017, 40.718961, 40.719398, 40.720557, 40.721354, 40.721824, 40.7237, 40.725206, 40.72579, 40.724333, 40.724766, 40.7254451256285, 40.7252134007972, 40.7235650284983, 40.7203389053696))"
MN0191,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,1,1,1,1,2,NA,8.986453472851673,9,The Battery-Governors Island-Ellis Island-Liberty Island,Poor,Poor,Manhattan,Manhattan,"list(list(c(-74.047313, -74.046359, -74.044451, -74.043441, -74.037998, -74.039401, -74.040018, -74.04086, -74.04692, -74.047313, 40.690466, 40.689175, 40.688445, 40.68968, 40.698995, 40.700454, 40.700678, 40.700117, 40.691139, 40.690466)), list(c(-74.007379, -74.004593, -74.00382, -74.002993, -74.001963, -74.000699, -74.001969, -74.001744, -74.001277, -74.0006173791143, -74.002408, -74.0029633860083, -74.0033922283506, -74.003890244213, -74.0043204541929, -74.0047441964313, -74.0051678707884, -74.0060272619275, 
-74.0065121058308, -74.007379, 40.687255, 40.688215, 40.68893, 40.690427, 40.690136, 40.690612, 40.691843, 40.692407, 40.693298, 40.6951221683874, 40.695703, 40.694759145444, 40.6940303463879, 40.6931839899192, 40.6924528666221, 40.6917327349725, 40.6910127186842, 40.6895522205263, 40.6887282492338, 40.687255)), list(c(-74.0260291263273, -74.025442, -74.019976, -74.016173, -74.013083, -74.012132, -74.0149598341926, -74.01546, -74.0195, -74.025442, -74.027106, -74.0260291263273, 40.6845089091472, 
40.684191, 40.685813, 40.687075, 40.687795, 40.690679, 40.6929757655717, 40.693382, 40.693382, 40.687976, 40.685092, 40.6845089091472)), list(c(-74.0168, -74.013796, -74.0136137210229, -74.013834, -74.014312, -74.014289, -74.016628, -74.0179856160188, -74.0168, 40.701794, 40.70005, 40.7000707091621, 40.702406, 40.702864, 40.704549, 40.704799, 40.7040517156102, 40.701794)))"
MN0201,22489,107848.83333333333,2704,1373,1912.3333333333333,376,1800,12895,250,44,6864,3801,3725,1332,4,138,87,9,28,17904.333333333332,99.79752200901919,0,SoHo-Little Italy-Hudson Square,Excellent,Excellent,Manhattan,Manhattan,"list(c(-74.002149, -74.002808, -74.005314, -74.00709, -74.009349, -74.010544, -74.011376, -74.014886, -74.020715415262, -74.0210755680795, -74.021117, -74.0214927100048, -74.01599, -74.011978, -74.010812, -74.010041, -74.007912, -74.00531, -74.004635, -74.003512, -74.001884, -74.001273, -73.999956, -73.999313, -73.998589, -73.997763, -73.996984, -73.996059, -73.994808, -73.994378, -73.993795, -73.993523, -73.993259, -73.992604, -73.993458, -73.995329, -73.995846, -73.996772, -73.99761, -73.999916, 
-74.00139, -74.002149, 40.728036, 40.728365, 40.728605, 40.728772, 40.728988, 40.7291, 40.728233, 40.728495, 40.7290152338731, 40.7275818914723, 40.727417, 40.7254451256285, 40.724766, 40.724333, 40.72579, 40.725206, 40.7237, 40.721824, 40.721354, 40.720557, 40.719398, 40.718961, 40.718017, 40.71755, 40.717099, 40.716814, 40.716541, 40.716232, 40.718457, 40.719519, 40.720937, 40.721632, 40.722353, 40.724136, 40.724433, 40.725084, 40.725208, 40.725432, 40.725797, 40.726935, 40.72766, 40.728036))"
MN0202,32189,153386.85714285713,1770,731,2720.5714285714284,780,1957,24663,954,0,3624,2614,3194,632,2,72,49,7,36,27595.5,100,0,Greenwich Village,Excellent,Excellent,Manhattan,Manhattan,"list(c(-74.002808, -74.002149, -74.00139, -73.999916, -73.99761, -73.996772, -73.995846, -73.995329, -73.993458, -73.992604, -73.992326, -73.992209, -73.991794, -73.991548, -73.991285, -73.990757, -73.99039, -73.990212, -73.989868, -73.989903, -73.990754, -73.991715, -73.993617, -73.99684, -73.997341, -73.997805, -73.998714, -73.999188, -73.999555, -74.000066, -74.000954, -74.001413, -74.001684, -74.002203, -74.002808, 40.728365, 40.728036, 40.72766, 40.726935, 40.725797, 40.725432, 40.725208, 40.725084, 
40.724433, 40.724136, 40.724909, 40.725231, 40.726391, 40.727089, 40.727762, 40.729741, 40.731289, 40.731996, 40.733528, 40.734435, 40.734839, 40.735215, 40.736005, 40.737361, 40.736668, 40.736032, 40.734784, 40.734134, 40.733611, 40.732929, 40.731706, 40.731065, 40.730581, 40.729654, 40.728365))"
MN0203,33204,144071.57142857142,2202,532,2399.1428571428573,1137,2243,27462,506,0,1689,2197,3140,1048,5,108,46,3,42,9675,99.6123983207062,0,West Village,Excellent,Excellent,Manhattan,Manhattan,"list(c(-74.0188712168748, -74.0197766997702, -74.0203883683071, -74.020715415262, -74.014886, -74.011376, -74.010544, -74.009349, -74.00709, -74.005314, -74.002808, -74.002203, -74.001684, -74.001413, -74.000954, -74.000066, -73.999555, -73.999188, -73.998714, -73.997805, -73.997341, -73.99684, -73.999684, -74.002523, -74.005158, -74.005366, -74.008204, -74.008699, -74.009331, -74.0169233275608, -74.017789810843, -74.0188712168748, 40.7363548064537, 40.732751149994, 40.7303168209908, 40.7290152338731, 
40.728495, 40.728233, 40.7291, 40.728988, 40.728772, 40.728605, 40.728365, 40.729654, 40.730581, 40.731065, 40.731706, 40.732929, 40.733611, 40.734134, 40.734784, 40.736032, 40.736668, 40.737361, 40.738552, 40.739753, 40.740858, 40.740945, 40.742148, 40.742362, 40.742572, 40.7441070499749, 40.7406586048489, 40.7363548064537))"
MN0301,35695,34877.833333333336,11831,7142,884.1666666666666,1183,6154,2913,2255,160,23577,12439,7606,2686,12,131,96,1,34,13868,100,0,Chinatown-Two Bridges,Excellent,Excellent,Manhattan,Manhattan,"list(c(-74.00051, -74.001419, -73.999495, -73.999177, -73.994498, -73.993693, -73.992722, -73.989381, -73.987271, -73.98653, -73.984189, -73.984547, -73.985058, -73.985344, -73.987165, -73.989337, -73.99022, -73.989754, -73.989155, -73.991422, -73.993095, -73.994808, -73.996059, -73.997504, -73.998584, -74.000891, -74.00051, 40.710984, 40.709815, 40.708279, 40.708022, 40.704318, 40.704476, 40.705544, 40.705137, 40.705181, 40.704979, 40.705582, 40.709495, 40.713078, 40.714462, 40.714312, 40.714133, 
40.714405, 40.715553, 40.716708, 40.717418, 40.717922, 40.718457, 40.716232, 40.714069, 40.713468, 40.713015, 40.710984))"
MN0302,44909,52254.8,10901,4665,1084.5,1297,14769,13794,4200,303,10542,8944,4946,1744,20,188,99,4,55,17240.666666666668,77.25482738025424,0,Lower East Side,Satisfactory,Excellent,Manhattan,Manhattan,"list(c(-73.993523, -73.993795, -73.994378, -73.994808, -73.993095, -73.991422, -73.989155, -73.989754, -73.99022, -73.989337, -73.987165, -73.985344, -73.985058, -73.984547, -73.984189, -73.98308, -73.979233, -73.975476, -73.972789, -73.970318, -73.969613, -73.969941, -73.969612, -73.96905, -73.968861, -73.968469, -73.96837, -73.967716, -73.973635, -73.975119, -73.977224, -73.978753, -73.979735, -73.981308, -73.982167, -73.983824, -73.985516, -73.986285, -73.987865, -73.988643, -73.989392, -73.990274, 
-73.991256, -73.992604, -73.993259, -73.993523, 40.721632, 40.720937, 40.719519, 40.718457, 40.717922, 40.717418, 40.716708, 40.715553, 40.714405, 40.714133, 40.714312, 40.714462, 40.713078, 40.709495, 40.705582, 40.705519, 40.705769, 40.707492, 40.709378, 40.707332, 40.707634, 40.70931, 40.71016, 40.712482, 40.71265, 40.712999, 40.714127, 40.71604, 40.718612, 40.718753, 40.71931, 40.719934, 40.720235, 40.720709, 40.720969, 40.721473, 40.721985, 40.722242, 40.722697, 40.722933, 40.723174, 40.723426, 
40.723723, 40.724136, 40.722353, 40.721632))"
MN0303,59921,67146.58333333333,14451,4065,1522.4166666666667,1707,14967,28504,5993,74,8997,7955,6361,3149,15,325,120,2,69,18496.5,77.1120979629482,0,East Village,Satisfactory,Excellent,Manhattan,Manhattan,"list(c(-73.991285, -73.991548, -73.991794, -73.992209, -73.992326, -73.992604, -73.991256, -73.990274, -73.989392, -73.988643, -73.987865, -73.986285, -73.985516, -73.983824, -73.982167, -73.981308, -73.979735, -73.978753, -73.977224, -73.975119, -73.973635, -73.967716, -73.967578, -73.966511, -73.965572, -73.96355, -73.962787, -73.962645, -73.971396, -73.971857, -73.973298, -73.975696, -73.978001, -73.980338, -73.982564, -73.983077, -73.983543, -73.984448, -73.984875, -73.987239, -73.989482, -73.988613, 
-73.988153, -73.98718, -73.988779, -73.989903, -73.989868, -73.990212, -73.99039, -73.990757, -73.991285, 40.727762, 40.727089, 40.726391, 40.725231, 40.724909, 40.724136, 40.723723, 40.723426, 40.723174, 40.722933, 40.722697, 40.722242, 40.721985, 40.721473, 40.720969, 40.720709, 40.720235, 40.719934, 40.71931, 40.718753, 40.718612, 40.71604, 40.716496, 40.717917, 40.71895, 40.721571, 40.722562, 40.722747, 40.726662, 40.726759, 40.727428, 40.728475, 40.729429, 40.730448, 40.731361, 40.730659, 40.730021, 
40.728781, 40.728194, 40.729192, 40.730133, 40.731323, 40.731965, 40.733292, 40.733966, 40.734435, 40.733528, 40.731996, 40.731289, 40.729741, 40.727762))"
MN0401,54855,115816.1,6489,2336,2198,1545,9157,33224,3059,0,8080,8220,8024,1578,15,270,94,6,49,25456.666666666668,95.4086541817468,0,Chelsea-Hudson Yards,Excellent,Excellent,Manhattan,Manhattan,"list(list(c(-73.999143, -73.999633, -74.000975, -74.002785, -74.003236, -74.003684, -74.003944, -74.004168, -74.004653, -74.005535, -74.006385, -74.006811, -74.007238, -74.008204, -74.005366, -74.005158, -74.002523, -73.999684, -73.99684, -73.996337, -73.995874, -73.995446, -73.995018, -73.993739, -73.993292, -73.991419, -73.994262, -73.997099, -73.995749, -73.995299, -73.994844, -73.993948, -73.993464, -73.992528, -73.992079, -73.991633, -73.994468, -73.997306, -73.998208, -73.999143, 40.754585, 
40.753918, 40.752055, 40.749592, 40.748974, 40.748355, 40.747997, 40.74769, 40.747023, 40.745816, 40.744646, 40.744061, 40.74347, 40.742148, 40.740945, 40.740858, 40.739753, 40.738552, 40.737361, 40.738044, 40.738686, 40.739272, 40.73986, 40.741617, 40.742233, 40.744802, 40.746004, 40.747205, 40.749052, 40.749671, 40.750293, 40.751522, 40.75219, 40.753474, 40.754091, 40.754707, 40.755909, 40.75711, 40.755869, 40.754585)), list(c(-74.0098517287783, -74.003473, -73.997233, -73.996409, -73.995474, -73.996232, 
-73.998315, -74.001036, -74.001716, -74.0082812520672, -74.009184, -74.0098517287783, 40.7625848909896, 40.759973, 40.757209, 40.758339, 40.759627, 40.759946, 40.760823, 40.761968, 40.762208, 40.7648550996597, 40.763601, 40.7625848909896)))"
MN0402,27122,96292,3600,1124,2195.5,896,4906,13786,1374,90,5559,4296,4204,1221,9,214,48,1,22,19757,69.61225383577285,0,Hell's Kitchen,Limited,Typical,Manhattan,Manhattan,"list(list(c(-73.997306, -73.994468, -73.991633, -73.991177, -73.990726, -73.989791, -73.992633, -73.995474, -73.996409, -73.997233, -73.997306, 40.75711, 40.755909, 40.754707, 40.75533, 40.755951, 40.757234, 40.75843, 40.759627, 40.758339, 40.757209, 40.75711)), list(c(-73.989964, -73.990876, -73.991333, -73.991788, -73.992701, -73.993609, -73.990764, -73.987927, -73.987015, -73.986561, -73.986104, -73.985647, -73.985192, -73.984283, -73.983822, -73.983367, -73.982877, -73.98238, -73.985218, -73.988063, 
-73.988559, -73.989051, -73.989964, 40.767188, 40.765934, 40.76531, 40.764684, 40.763431, 40.762184, 40.760988, 40.759791, 40.761038, 40.76166, 40.76229, 40.762915, 40.763543, 40.764792, 40.765418, 40.766045, 40.766715, 40.7674, 40.768595, 40.769791, 40.769115, 40.76844, 40.767188)))"
MN0501,27789,154569.625,2247,541,2684.25,709,2134,19228,798,33,4621,2664,3817,466,4,180,54,7,46,47608.666666666664,100,0,Midtown South-Flatiron-Union Square,Excellent,Excellent,Manhattan,Manhattan,"list(c(-73.995299, -73.995749, -73.997099, -73.994262, -73.991419, -73.993292, -73.993739, -73.995018, -73.995446, -73.995874, -73.996337, -73.99684, -73.993617, -73.991715, -73.990754, -73.989916, -73.989016, -73.988159, -73.987726, -73.987302, -73.986849, -73.986366, -73.985879, -73.984078, -73.982727, -73.981361, -73.980853, -73.982473, -73.984076, -73.987294, -73.98778, -73.990623, -73.993464, -73.993948, -73.994844, -73.995299, 40.749671, 40.749052, 40.747205, 40.746004, 40.744802, 40.742233, 
40.741617, 40.73986, 40.739272, 40.738686, 40.738044, 40.737361, 40.736005, 40.735215, 40.734839, 40.735349, 40.73656, 40.737732, 40.738317, 40.738903, 40.739522, 40.740187, 40.740853, 40.743326, 40.745181, 40.747145, 40.747751, 40.748432, 40.749102, 40.750451, 40.749772, 40.750992, 40.75219, 40.751522, 40.750293, 40.749671))"
MN0502,19860,128374.38461538461,2208,923,2782.8571428571427,501,2133,12263,881,60,3888,3130,3626,686,2,257,91,17,98,52975.6,100,0,Midtown-Times Square,Excellent,Excellent,Manhattan,Manhattan,"list(c(-73.984283, -73.985192, -73.985647, -73.986104, -73.986561, -73.987015, -73.987927, -73.988391, -73.988842, -73.989297, -73.989791, -73.990726, -73.991177, -73.991633, -73.992079, -73.992528, -73.993464, -73.990623, -73.98778, -73.987294, -73.984076, -73.982473, -73.980853, -73.980404, -73.979954, -73.978607, -73.977677, -73.97837, -73.977875, -73.976516, -73.974439, -73.972155, -73.971243, -73.969801, -73.971411, -73.973015, -73.976234, -73.979076, -73.981431, -73.981633, -73.982147, -73.98238, 
-73.982877, -73.983367, -73.983822, -73.984283, 40.764792, 40.763543, 40.762915, 40.76229, 40.76166, 40.761038, 40.759791, 40.759164, 40.758533, 40.757907, 40.757234, 40.755951, 40.75533, 40.754707, 40.754091, 40.753474, 40.75219, 40.750992, 40.749772, 40.750451, 40.749102, 40.748432, 40.747751, 40.748366, 40.748985, 40.750842, 40.752119, 40.752416, 40.753099, 40.754974, 40.756556, 40.759681, 40.760937, 40.762914, 40.763588, 40.764279, 40.765675, 40.766876, 40.767874, 40.767732, 40.76773, 40.7674, 
40.766715, 40.766045, 40.765418, 40.764792))"
MN0601,22335,137149,1943,243,2501,386,1795,16120,996,0,2746,2025,2699,762,1,37,2,1,16,NA,93.31948525134715,0,Stuyvesant Town-Peter Cooper Village,Excellent,Excellent,Manhattan,Manhattan,"list(c(-73.979864, -73.980275, -73.980711, -73.981127, -73.981562, -73.982564, -73.980338, -73.978001, -73.975696, -73.973298, -73.971857, -73.971396, -73.962645, -73.961543, -73.961611, -73.961436, -73.961215, -73.961214, -73.973546, -73.974433, -73.97514, -73.978498, -73.978909, -73.979864, 40.734975, 40.73441, 40.733813, 40.733242, 40.732643, 40.731361, 40.730448, 40.729429, 40.728475, 40.727428, 40.726759, 40.726662, 40.722747, 40.723876, 40.724951, 40.727298, 40.728151, 40.729508, 40.734939, 
40.735315, 40.735392, 40.736791, 40.736164, 40.734975))"
MN0602,26497,129500.75,2024,674,2581.75,807,1983,18461,1117,0,4405,1943,2285,1101,14,67,39,4,31,38484.25,100,0,Gramercy,Excellent,Excellent,Manhattan,Manhattan,"list(c(-73.987302, -73.987726, -73.988159, -73.989016, -73.989916, -73.990754, -73.989903, -73.988779, -73.98718, -73.984941, -73.982564, -73.981562, -73.981127, -73.980711, -73.980275, -73.979864, -73.978909, -73.978498, -73.978052, -73.980418, -73.982665, -73.982211, -73.981762, -73.981312, -73.980859, -73.982462, -73.984078, -73.985879, -73.986366, -73.986849, -73.987302, 40.738903, 40.738317, 40.737732, 40.73656, 40.735349, 40.734839, 40.734435, 40.733966, 40.733292, 40.732347, 40.731361, 40.732643, 
40.733242, 40.733813, 40.73441, 40.734975, 40.736164, 40.736791, 40.737554, 40.73855, 40.739497, 40.740115, 40.740733, 40.741351, 40.74197, 40.742645, 40.743326, 40.740853, 40.740187, 40.739522, 40.738903))"
MN0603,48642,120573.42857142857,4671,1413,2558.285714285714,1074,4484,29300,2978,31,10366,7227,7440,1824,4,158,55,2,44,32608,79.85982792215093,0,Murray Hill-Kips Bay,Satisfactory,Excellent,Manhattan,Manhattan,"list(c(-73.974449, -73.976048, -73.977677, -73.978607, -73.979954, -73.980404, -73.980853, -73.981361, -73.982727, -73.984078, -73.982462, -73.980859, -73.981312, -73.981762, -73.982211, -73.982665, -73.980418, -73.978052, -73.978498, -73.97514, -73.974433, -73.973546, -73.961214, -73.96145, -73.961843, -73.962148, -73.962229, -73.962478, -73.96262, -73.961381, -73.960563, -73.960513, -73.960211, -73.967697, -73.967977, -73.969987, -73.96932, -73.968908, -73.971263, -73.973503, -73.973959, -73.974449, 
40.750766, 40.751441, 40.752119, 40.750842, 40.748985, 40.748366, 40.747751, 40.747145, 40.745181, 40.743326, 40.742645, 40.74197, 40.741351, 40.740733, 40.740115, 40.739497, 40.73855, 40.737554, 40.736791, 40.735392, 40.735315, 40.734939, 40.729508, 40.730994, 40.731625, 40.732452, 40.732649, 40.736802, 40.739033, 40.742802, 40.744024, 40.744108, 40.744511, 40.747866, 40.748005, 40.748869, 40.749517, 40.750112, 40.751122, 40.752065, 40.751441, 40.750766), c(-73.973512, -73.974015, -73.974924, -73.975343, 
-73.9758, -73.978168, -73.98041, -73.979959, -73.979508, -73.979058, -73.978607, -73.978121, -73.975881, -73.973512, 40.743782, 40.743095, 40.741847, 40.741274, 40.740644, 40.741643, 40.742587, 40.743205, 40.743825, 40.744444, 40.745058, 40.745726, 40.744779, 40.743782))"
MN0604,30744,143460.2857142857,1728,945,2712.4285714285716,469,2002,23031,464,49,4648,4136,3177,799,1,128,54,3,40,109922,100,0,East Midtown-Turtle Bay,Excellent,Excellent,Manhattan,Manhattan,"list(c(-73.971243, -73.972155, -73.974439, -73.976516, -73.977875, -73.97837, -73.977677, -73.976048, -73.974449, -73.973959, -73.973503, -73.971263, -73.968908, -73.968427, -73.967974, -73.967261, -73.967227, -73.965471, -73.964862, -73.964715, -73.96156, -73.958614, -73.955527, -73.958478, -73.958811, -73.958934, -73.959722, -73.961966, -73.962432, -73.962925, -73.963412, -73.963871, -73.964325, -73.966702, -73.968936, -73.968024, -73.967533, -73.966583, -73.968187, -73.969801, -73.971243, 40.760937, 
40.759681, 40.756556, 40.754974, 40.753099, 40.752416, 40.752119, 40.751441, 40.750766, 40.751441, 40.752065, 40.751122, 40.750112, 40.750764, 40.751366, 40.75264, 40.752688, 40.75194, 40.752011, 40.751717, 40.749458, 40.753848, 40.757243, 40.75854, 40.758256, 40.758335, 40.758663, 40.759619, 40.758981, 40.758309, 40.757637, 40.757008, 40.756381, 40.757381, 40.75833, 40.759578, 40.760255, 40.761552, 40.762227, 40.762914, 40.760937))"
MN0661,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,1,2,1,1,2,NA,76.24797380928963,6,United Nations,Satisfactory,Excellent,Manhattan,Manhattan,"list(c(-73.969987, -73.967977, -73.967697, -73.960211, -73.959124, -73.957732, -73.961491, -73.96156, -73.964715, -73.964862, -73.965471, -73.967227, -73.967261, -73.967974, -73.968427, -73.968908, -73.96932, -73.969987, 40.748869, 40.748005, 40.747866, 40.744511, 40.746119, 40.747775, 40.749494, 40.749458, 40.751717, 40.752011, 40.75194, 40.752688, 40.75264, 40.751366, 40.750764, 40.750112, 40.749517, 40.748869))"
MN0701,33723,160964.8,2446,705,2656.6,952,3098,24189,1153,41,4384,3478,4894,802,1,71,30,4,44,33455,94.80635879525411,0,Upper West Side-Lincoln Square,Excellent,Excellent,Manhattan,Manhattan,"list(list(c(-73.986238, -73.986695, -73.98954, -73.990454, -73.990913, -73.988063, -73.985218, -73.98238, -73.982147, -73.981633, -73.981431, -73.981566, -73.980564, -73.980112, -73.979652, -73.979193, -73.978728, -73.981573, -73.984412, -73.984879, -73.985332, -73.985792, -73.986238, 40.772299, 40.771668, 40.772866, 40.771612, 40.770988, 40.769791, 40.768595, 40.7674, 40.76773, 40.767732, 40.767874, 40.768328, 40.769905, 40.770529, 40.771156, 40.771782, 40.772417, 40.773602, 40.774808, 40.774155, 
40.773531, 40.772904, 40.772299)), list(c(-73.9955868235623, -73.98919, -73.988412, -73.987094, -73.985448, -73.982583, -73.979746, -73.976912, -73.976458, -73.975955, -73.975461, -73.974997, -73.977831, -73.980673, -73.981521, -73.983515, -73.985072, -73.985679, -73.986544, -73.987308, -73.98814, -73.990484, -73.9946736174299, -73.9955868235623, 40.7824902311181, 40.779942, 40.779739, 40.779164, 40.778476, 40.777303, 40.776106, 40.774909, 40.775533, 40.77622, 40.776899, 40.777533, 40.77873, 40.779925, 
40.780282, 40.781126, 40.78178, 40.780313, 40.780658, 40.781041, 40.781409, 40.782377, 40.7837588593345, 40.7824902311181)))"
