Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
1/1/2024,AirNow,250030008,3,3.8,ug/m3 LC,16,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/2/2024,AirNow,250030008,3,4.6,ug/m3 LC,19,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/3/2024,AirNow,250030008,3,5.9,ug/m3 LC,25,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/4/2024,AirNow,250030008,3,3.8,ug/m3 LC,16,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/5/2024,AirNow,250030008,3,3.6,ug/m3 LC,15,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/6/2024,AirNow,250030008,3,7.3,ug/m3 LC,30,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/7/2024,AirNow,250030008,3,2,ug/m3 LC,8,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/8/2024,AirNow,250030008,3,4.4,ug/m3 LC,18,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/9/2024,AirNow,250030008,3,5.5,ug/m3 LC,23,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/10/2024,AirNow,250030008,3,1.1,ug/m3 LC,5,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/11/2024,AirNow,250030008,3,3.4,ug/m3 LC,14,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/12/2024,AirNow,250030008,3,3.8,ug/m3 LC,16,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/13/2024,AirNow,250030008,3,1.4,ug/m3 LC,6,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/14/2024,AirNow,250030008,3,2.7,ug/m3 LC,11,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/15/2024,AirNow,250030008,3,4.5,ug/m3 LC,19,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/16/2024,AirNow,250030008,3,5,ug/m3 LC,21,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/17/2024,AirNow,250030008,3,4.8,ug/m3 LC,20,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/18/2024,AirNow,250030008,3,8.9,ug/m3 LC,37,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/19/2024,AirNow,250030008,3,11.6,ug/m3 LC,48,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/20/2024,AirNow,250030008,3,3.7,ug/m3 LC,15,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/21/2024,AirNow,250030008,3,2.2,ug/m3 LC,9,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/22/2024,AirNow,250030008,3,4.3,ug/m3 LC,18,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/23/2024,AirNow,250030008,3,9.1,ug/m3 LC,38,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/24/2024,AirNow,250030008,3,10.8,ug/m3 LC,45,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/25/2024,AirNow,250030008,3,6.1,ug/m3 LC,25,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/26/2024,AirNow,250030008,3,2.3,ug/m3 LC,10,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/27/2024,AirNow,250030008,3,3.9,ug/m3 LC,16,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/28/2024,AirNow,250030008,3,3,ug/m3 LC,13,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/29/2024,AirNow,250030008,3,2.8,ug/m3 LC,12,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/30/2024,AirNow,250030008,3,3.9,ug/m3 LC,16,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/31/2024,AirNow,250030008,3,5.8,ug/m3 LC,24,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
2/1/2024,AirNow,250030008,3,11.8,ug/m3 LC,49,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
2/2/2024,AirNow,250030008,3,8.8,ug/m3 LC,37,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
2/3/2024,AirNow,250030008,3,3.1,ug/m3 LC,13,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
2/4/2024,AirNow,250030008,3,3.4,ug/m3 LC,14,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
2/5/2024,AirNow,250030008,3,3.8,ug/m3 LC,16,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
2/6/2024,AirNow,250030008,3,5.9,ug/m3 LC,25,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
2/7/2024,AirNow,250030008,3,8.1,ug/m3 LC,34,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
2/8/2024,AirNow,250030008,3,10.9,ug/m3 LC,45,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
2/9/2024,AirNow,250030008,3,12.3,ug/m3 LC,51,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
2/10/2024,AirNow,250030008,3,13.7,ug/m3 LC,54,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
2/11/2024,AirNow,250030008,3,2.7,ug/m3 LC,11,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
2/12/2024,AirNow,250030008,3,4.6,ug/m3 LC,19,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
2/13/2024,AirNow,250030008,3,3.9,ug/m3 LC,16,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
2/14/2024,AirNow,250030008,3,1.7,ug/m3 LC,7,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
2/15/2024,AirNow,250030008,3,2.7,ug/m3 LC,11,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
2/16/2024,AirNow,250030008,3,2.6,ug/m3 LC,11,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
2/17/2024,AirNow,250030008,3,2.3,ug/m3 LC,10,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
2/18/2024,AirNow,250030008,3,4.2,ug/m3 LC,18,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
2/19/2024,AirNow,250030008,3,2.4,ug/m3 LC,10,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
2/20/2024,AirNow,250030008,3,5.3,ug/m3 LC,22,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
2/21/2024,AirNow,250030008,3,6.3,ug/m3 LC,26,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
2/22/2024,AirNow,250030008,3,6.7,ug/m3 LC,28,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
2/23/2024,AirNow,250030008,3,7,ug/m3 LC,29,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
2/24/2024,AirNow,250030008,3,5.7,ug/m3 LC,24,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
2/25/2024,AirNow,250030008,3,3.3,ug/m3 LC,14,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
2/26/2024,AirNow,250030008,3,8.8,ug/m3 LC,37,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
2/27/2024,AirNow,250030008,3,12.6,ug/m3 LC,52,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
2/28/2024,AirNow,250030008,3,5.2,ug/m3 LC,22,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
2/29/2024,AirNow,250030008,3,2,ug/m3 LC,8,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/1/2024,AirNow,250030008,3,6,ug/m3 LC,25,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/2/2024,AirNow,250030008,3,3.9,ug/m3 LC,16,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/3/2024,AirNow,250030008,3,2.5,ug/m3 LC,10,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/4/2024,AirNow,250030008,3,4.2,ug/m3 LC,18,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/5/2024,AirNow,250030008,3,1.5,ug/m3 LC,6,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/6/2024,AirNow,250030008,3,4.3,ug/m3 LC,18,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/7/2024,AirNow,250030008,3,1.8,ug/m3 LC,8,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/8/2024,AirNow,250030008,3,3.4,ug/m3 LC,14,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/9/2024,AirNow,250030008,3,2.8,ug/m3 LC,12,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/10/2024,AirNow,250030008,3,0.8,ug/m3 LC,3,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/11/2024,AirNow,250030008,3,1.4,ug/m3 LC,6,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/12/2024,AirNow,250030008,3,3.2,ug/m3 LC,13,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/13/2024,AirNow,250030008,3,6.8,ug/m3 LC,28,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/14/2024,AirNow,250030008,3,7.8,ug/m3 LC,33,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/15/2024,AirNow,250030008,3,6.5,ug/m3 LC,27,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/16/2024,AirNow,250030008,3,6.2,ug/m3 LC,26,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/17/2024,AirNow,250030008,3,4.2,ug/m3 LC,18,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/18/2024,AirNow,250030008,3,2,ug/m3 LC,8,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/19/2024,AirNow,250030008,3,2,ug/m3 LC,8,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/20/2024,AirNow,250030008,3,5.1,ug/m3 LC,21,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/21/2024,AirNow,250030008,3,1.6,ug/m3 LC,7,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/22/2024,AirNow,250030008,3,2.6,ug/m3 LC,11,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/23/2024,AirNow,250030008,3,2.1,ug/m3 LC,9,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/24/2024,AirNow,250030008,3,2.9,ug/m3 LC,12,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/25/2024,AirNow,250030008,3,3.6,ug/m3 LC,15,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/26/2024,AirNow,250030008,3,2.9,ug/m3 LC,12,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/27/2024,AirNow,250030008,3,3.5,ug/m3 LC,15,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/28/2024,AirNow,250030008,3,5.5,ug/m3 LC,23,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/29/2024,AirNow,250030008,3,4.2,ug/m3 LC,18,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
3/30/2024,AirNow,250030008,3,1.8,ug/m3 LC,8,,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.45229931,-73.23964825
1/1/2024,AirNow,250036001,3,4.7,ug/m3 LC,20,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/2/2024,AirNow,250036001,3,5.4,ug/m3 LC,23,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/3/2024,AirNow,250036001,3,7.9,ug/m3 LC,33,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/4/2024,AirNow,250036001,3,4.9,ug/m3 LC,20,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/5/2024,AirNow,250036001,3,4.5,ug/m3 LC,19,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/6/2024,AirNow,250036001,3,8.4,ug/m3 LC,35,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/7/2024,AirNow,250036001,3,2.9,ug/m3 LC,12,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/8/2024,AirNow,250036001,3,5.2,ug/m3 LC,22,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/9/2024,AirNow,250036001,3,6.3,ug/m3 LC,26,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/10/2024,AirNow,250036001,3,1.9,ug/m3 LC,8,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/11/2024,AirNow,250036001,3,5.2,ug/m3 LC,22,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/12/2024,AirNow,250036001,3,4.1,ug/m3 LC,17,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/13/2024,AirNow,250036001,3,2.1,ug/m3 LC,9,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/14/2024,AirNow,250036001,3,3.1,ug/m3 LC,13,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/15/2024,AirNow,250036001,3,5.9,ug/m3 LC,25,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/16/2024,AirNow,250036001,3,6.6,ug/m3 LC,28,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/17/2024,AirNow,250036001,3,7.8,ug/m3 LC,33,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/18/2024,AirNow,250036001,3,9,ug/m3 LC,38,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/19/2024,AirNow,250036001,3,13.3,ug/m3 LC,54,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/20/2024,AirNow,250036001,3,4.3,ug/m3 LC,18,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/21/2024,AirNow,250036001,3,3.2,ug/m3 LC,13,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/22/2024,AirNow,250036001,3,5.9,ug/m3 LC,25,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/23/2024,AirNow,250036001,3,9.3,ug/m3 LC,39,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/24/2024,AirNow,250036001,3,8.3,ug/m3 LC,35,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/25/2024,AirNow,250036001,3,8.3,ug/m3 LC,35,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/26/2024,AirNow,250036001,3,3.7,ug/m3 LC,15,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/27/2024,AirNow,250036001,3,5.5,ug/m3 LC,23,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/28/2024,AirNow,250036001,3,5.6,ug/m3 LC,23,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/29/2024,AirNow,250036001,3,3.8,ug/m3 LC,16,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/30/2024,AirNow,250036001,3,4.6,ug/m3 LC,19,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
1/31/2024,AirNow,250036001,3,7.6,ug/m3 LC,32,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
2/1/2024,AirNow,250036001,3,13.6,ug/m3 LC,54,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
2/2/2024,AirNow,250036001,3,11.5,ug/m3 LC,48,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
2/3/2024,AirNow,250036001,3,4.1,ug/m3 LC,17,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
2/4/2024,AirNow,250036001,3,4.7,ug/m3 LC,20,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
2/5/2024,AirNow,250036001,3,6.8,ug/m3 LC,28,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
2/6/2024,AirNow,250036001,3,7.5,ug/m3 LC,31,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
2/7/2024,AirNow,250036001,3,9.3,ug/m3 LC,39,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
2/8/2024,AirNow,250036001,3,11.1,ug/m3 LC,46,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
2/9/2024,AirNow,250036001,3,12.6,ug/m3 LC,52,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
2/10/2024,AirNow,250036001,3,14.1,ug/m3 LC,55,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
2/11/2024,AirNow,250036001,3,3,ug/m3 LC,13,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
2/12/2024,AirNow,250036001,3,5.8,ug/m3 LC,24,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
2/13/2024,AirNow,250036001,3,5.9,ug/m3 LC,25,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
2/14/2024,AirNow,250036001,3,2,ug/m3 LC,8,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
2/15/2024,AirNow,250036001,3,3.1,ug/m3 LC,13,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
2/16/2024,AirNow,250036001,3,3.7,ug/m3 LC,15,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
2/17/2024,AirNow,250036001,3,3.6,ug/m3 LC,15,North Adams,1,100,88101,PM2.5 - Local Conditions,38340,"Pittsfield, MA",25,Massachusetts,3,Berkshire,42.702223,-73.110414
