block,lot,neighborhood,price_diff,date_diff
86,11,DOWNTOWN-METROTECH,2.8169014084507005,432000
86,11,DOWNTOWN-METROTECH,28.767123287671236,4320000
86,11,DOWNTOWN-METROTECH,72.05882352941177,3024000
86,11,DOWNTOWN-METROTECH,42.73504273504274,0
86,11,DOWNTOWN-METROTECH,46.63023679417122,0
86,11,DOWNTOWN-METROTECH,37.5,4233600
86,11,DOWNTOWN-METROTECH,32.75862068965518,1036800
86,11,DOWNTOWN-METROTECH,38.68613138686132,0
86,11,DOWNTOWN-METROTECH,82.10526315789475,604800
86,11,DOWNTOWN-METROTECH,1.1560693641618602,1123200
86,11,DOWNTOWN-METROTECH,48.62385321100917,432000
86,11,DOWNTOWN-METROTECH,165.31250000000003,432000
86,11,DOWNTOWN-METROTECH,67.1875,259200
86,11,DOWNTOWN-METROTECH,64.28571428571428,1728000
86,11,DOWNTOWN-METROTECH,237.68115942028984,518400
86,11,DOWNTOWN-METROTECH,43.939393939393945,1728000
86,11,DOWNTOWN-METROTECH,52.72816132748408,1296000
86,11,DOWNTOWN-METROTECH,15.238095238095228,1123200
86,11,DOWNTOWN-METROTECH,38.84297520661158,0
86,11,DOWNTOWN-METROTECH,13.799283154121866,172800
86,11,DOWNTOWN-METROTECH,70.96774193548387,518400
86,11,DOWNTOWN-METROTECH,69.76562500000001,0
86,11,DOWNTOWN-METROTECH,2.6470588235294024,604800
86,11,DOWNTOWN-METROTECH,1.6911764705882293,259200
86,11,DOWNTOWN-METROTECH,51.843817787418644,1900800
86,11,DOWNTOWN-METROTECH,7.692307692307687,0
86,11,DOWNTOWN-METROTECH,181.15942028985506,1209600
86,11,DOWNTOWN-METROTECH,11.809923130677857,691200
86,11,DOWNTOWN-METROTECH,100.78125,86400
86,11,DOWNTOWN-METROTECH,11.764705882352944,172800
86,11,DOWNTOWN-METROTECH,59.15915915915917,1036800
86,11,DOWNTOWN-METROTECH,77.35849056603774,86400
86,11,DOWNTOWN-METROTECH,1.1131725417439675,1209600
86,11,DOWNTOWN-METROTECH,48.65688073394496,86400
86,11,DOWNTOWN-METROTECH,85.71428571428572,345600
86,11,DOWNTOWN-METROTECH,8.407079646017701,1641600
86,11,DOWNTOWN-METROTECH,47.48299319727891,259200
86,11,DOWNTOWN-METROTECH,128.57142857142856,2160000
86,11,DOWNTOWN-METROTECH,13.480392156862742,1900800
86,11,DOWNTOWN-METROTECH,42.54859611231101,604800
86,11,DOWNTOWN-METROTECH,68.75,1728000
86,11,DOWNTOWN-METROTECH,48.55570839064649,86400
86,11,DOWNTOWN-METROTECH,3.703703703703698,86400
86,11,DOWNTOWN-METROTECH,85.87906600257196,1209600
86,11,DOWNTOWN-METROTECH,8.411214953271017,86400
86,11,DOWNTOWN-METROTECH,115.625,604800
86,11,DOWNTOWN-METROTECH,31.081081081081074,0
86,11,DOWNTOWN-METROTECH,81.44329896907216,691200
86,11,DOWNTOWN-METROTECH,70.3125,0
86,11,DOWNTOWN-METROTECH,81.37254901960785,1900800
