nta_id,NTAName,total_pop,mean_income,mean_rent,latinx_count,white_count,black_count,native_count,asian_count,naturalized_citizen_count,noncitizen_count,latinx_perc,white_perc,black_perc,native_perc,asian_perc,naturalized_citizen_perc,noncitizen_perc,eviction_count,sub_count,geometry
BK1602,Brownsville,54529,36944.142857142855,1060.5714285714287,14121,1333,35765,97,666,8555,6558,0.25896312054136333,0.0244457077885162,0.65588952667388,0.0017788699591043298,0.012213684461479213,0.1568889948467788,0.12026628032789892,1010,7,"list(c(-73.919097, -73.918703, -73.918299, -73.918185, -73.917419, -73.917074, -73.915567, -73.91378, -73.912339, -73.911996, -73.910123, -73.909767, -73.909726, -73.909335, -73.908558, -73.9074, -73.907856, -73.906916, -73.903173, -73.900303, -73.899967, -73.899041, -73.898807, -73.899217, -73.899652, -73.900661, -73.901451, -73.900417, -73.900851, -73.901668, -73.901982, -73.902289, -73.903475, -73.907877, -73.909255, -73.911336, -73.914039, -73.914873, -73.917135, -73.917482, -73.918382, -73.919231, 
-73.920039, -73.92102, -73.921872, -73.922753, -73.924389, -73.922879, -73.922099, -73.921655, -73.920972, -73.920049, -73.919097, 40.66423, 40.662694, 40.661162, 40.660726, 40.660051, 40.659745, 40.658393, 40.656783, 40.655531, 40.655561, 40.655852, 40.654472, 40.654313, 40.652809, 40.652096, 40.652844, 40.654589, 40.654732, 40.655301, 40.657263, 40.657285, 40.657372, 40.657407, 40.659112, 40.660735, 40.660587, 40.663659, 40.663806, 40.665346, 40.668413, 40.66967, 40.670936, 40.675507, 40.673567, 
40.672948, 40.672077, 40.670897, 40.670533, 40.669543, 40.669393, 40.669002, 40.668631, 40.668282, 40.667852, 40.667481, 40.667098, 40.666385, 40.664952, 40.664251, 40.663843, 40.663953, 40.664089, 40.66423))"
BK1701,East Flatbush-Erasmus,45277,72496.18181818182,1624.8181818181818,3401,3141,34864,315,1160,13861,7153,0.07511540075535039,0.06937297082403869,0.7700156812509663,0.006957174724473794,0.02562007200123683,0.30613777414581356,0.15798308191797159,967,2,"list(c(-73.942826, -73.941891, -73.942098, -73.942401, -73.947159, -73.950066, -73.95016, -73.953048, -73.956388, -73.9563, -73.956164, -73.95601, -73.955907, -73.955825, -73.958707, -73.95815, -73.958141, -73.958107, -73.955652, -73.95473, -73.954665, -73.954525, -73.954281, -73.954043, -73.953743, -73.9536, -73.952133, -73.951158, -73.950167, -73.948265, -73.948414, -73.947443, -73.94779, -73.945869, -73.945988, -73.946073, -73.94417, -73.944344, -73.943374, -73.943525, -73.943052, -73.942631, 
-73.942826, 40.65111, 40.651169, 40.653091, 40.655885, 40.655594, 40.655423, 40.65626, 40.656081, 40.655875, 40.655049, 40.653777, 40.652314, 40.651369, 40.65053, 40.650387, 40.647768, 40.647504, 40.646518, 40.646631, 40.644772, 40.644197, 40.642887, 40.640589, 40.638878, 40.638566, 40.638422, 40.638423, 40.638428, 40.638491, 40.638607, 40.639987, 40.640048, 40.643305, 40.643424, 40.644534, 40.645312, 40.645429, 40.647078, 40.647115, 40.648541, 40.649314, 40.649339, 40.65111))"
BK1702,East Flatbush-Farragut,35262,76894,1653.5384615384614,3206,572,28000,51,826,12765,5444,0.09091940332369122,0.016221428166298,0.7940559242243775,0.0014463161476944019,0.023424649764619138,0.3620044240258635,0.15438715898133967,607,1,"list(c(-73.937284, -73.937383, -73.942137, -73.942608, -73.943309, -73.943374, -73.944344, -73.94417, -73.946073, -73.945988, -73.945869, -73.94779, -73.947443, -73.948414, -73.948265, -73.948015, -73.947774, -73.945868, -73.945617, -73.944629, -73.940788, -73.937593, -73.937013, -73.937267, -73.934395, -73.933427, -73.9325, -73.931531, -73.927448, -73.926513, -73.926082, -73.925743, -73.925382, -73.925721, -73.929599, -73.933478, -73.937284, 40.643958, 40.644905, 40.644683, 40.644662, 40.646527, 
40.647115, 40.647078, 40.645429, 40.645312, 40.644534, 40.643424, 40.643305, 40.640048, 40.639987, 40.638607, 40.636267, 40.633999, 40.634117, 40.631778, 40.631838, 40.632076, 40.632268, 40.632304, 40.634651, 40.634827, 40.634884, 40.634947, 40.635006, 40.635259, 40.63654, 40.638163, 40.640014, 40.642384, 40.644674, 40.644433, 40.644192, 40.643958))"
BK1703,East Flatbush-Rugby,39525,74044.375,1623.0625,2347,1433,33151,21,538,14853,5831,0.05938013915243517,0.03625553447185326,0.8387349778621126,5.313092979127135e-4,0.013611638203668563,0.3757874762808349,0.1475268817204301,680,1,"list(c(-73.926464, -73.928282, -73.930685, -73.931607, -73.931406, -73.931325, -73.932336, -73.934231, -73.933996, -73.93209, -73.931083, -73.930903, -73.931907, -73.932847, -73.934784, -73.935718, -73.938593, -73.940532, -73.942401, -73.942098, -73.941891, -73.942826, -73.942631, -73.938895, -73.938749, -73.935858, -73.933957, -73.932921, -73.932614, -73.937383, -73.937284, -73.933478, -73.929599, -73.925721, -73.925382, -73.923565, -73.923327, -73.921609, -73.919729, -73.919951, -73.919976, -73.920467, 
-73.920581, -73.920773, -73.921696, -73.921776, -73.923599, -73.924654, -73.924643, -73.926464, 40.659814, 40.661447, 40.66362, 40.663557, 40.661331, 40.660594, 40.660532, 40.660415, 40.658119, 40.658235, 40.658296, 40.65661, 40.656537, 40.656478, 40.656361, 40.656303, 40.656123, 40.656002, 40.655885, 40.653091, 40.651169, 40.65111, 40.649339, 40.64957, 40.648971, 40.648662, 40.648726, 40.647997, 40.645245, 40.644905, 40.643958, 40.644192, 40.644433, 40.644674, 40.642384, 40.642499, 40.6399, 40.641687, 
40.642725, 40.644707, 40.64503, 40.649654, 40.650707, 40.652554, 40.654372, 40.654424, 40.656053, 40.657007, 40.658183, 40.659814))"
BK1704,East Flatbush-Remsen Village,38460,60547.77777777778,1505.2222222222222,2490,1315,31678,0,86,11554,5858,0.06474258970358815,0.034191367654706185,0.8236609464378575,0,0.0022360894435777432,0.30041601664066564,0.15231409256370254,782,1,"list(c(-73.928228, -73.928544, -73.929403, -73.930685, -73.928282, -73.926464, -73.924643, -73.924654, -73.923599, -73.921776, -73.921696, -73.920773, -73.920581, -73.920467, -73.919976, -73.919951, -73.916937, -73.911823, -73.909449, -73.908558, -73.909335, -73.909726, -73.909767, -73.910123, -73.911996, -73.912339, -73.91378, -73.915567, -73.917074, -73.917419, -73.918185, -73.918299, -73.918703, -73.919097, -73.920049, -73.920972, -73.921655, -73.922099, -73.922879, -73.924389, -73.925463, -73.92638, 
-73.928228, 40.66471, 40.664574, 40.664199, 40.66362, 40.661447, 40.659814, 40.658183, 40.657007, 40.656053, 40.654424, 40.654372, 40.652554, 40.650707, 40.649654, 40.64503, 40.644707, 40.646683, 40.649984, 40.651522, 40.652096, 40.652809, 40.654313, 40.654472, 40.655852, 40.655561, 40.655531, 40.656783, 40.658393, 40.659745, 40.660051, 40.660726, 40.661162, 40.662694, 40.66423, 40.664089, 40.663953, 40.663843, 40.664251, 40.664952, 40.666385, 40.665916, 40.665515, 40.66471))"
BK1771,Holy Cross Cemetery,22,NA,NA,17,0,5,0,0,0,0,0.7727272727272727,0,0.22727272727272727,0,0,0,0,1,1,"list(c(-73.943374, -73.943309, -73.942608, -73.942137, -73.937383, -73.932614, -73.932921, -73.933957, -73.935858, -73.938749, -73.938895, -73.942631, -73.943052, -73.943525, -73.943374, 40.647115, 40.646527, 40.644662, 40.644683, 40.644905, 40.645245, 40.647997, 40.648726, 40.648662, 40.648971, 40.64957, 40.649339, 40.649314, 40.648541, 40.647115))"
BK1801,Flatlands,67826,87327.44444444444,1685.7307692307693,5812,11118,42805,145,4038,21318,7113,0.08568985344853006,0.16391944092236016,0.6311001680771385,0.002137823253619556,0.05953469171114322,0.3143042491080117,0.10487128829652345,551,1,"list(c(-73.937013, -73.937593, -73.940788, -73.944629, -73.945617, -73.946479, -73.945511, -73.944155, -73.945401, -73.946327, -73.947327, -73.946875, -73.946422, -73.945425, -73.94497, -73.944518, -73.945516, -73.946514, -73.946067, -73.945737, -73.944827, -73.94347, -73.943145, -73.941282, -73.939716, -73.936867, -73.935018, -73.933205, -73.931731, -73.930602, -73.928478, -73.926295, -73.926401, -73.925395, -73.923497, -73.920624, -73.920527, -73.917887, -73.917008, -73.91714, -73.917265, -73.91747, 
-73.917515, -73.917995, -73.918162, -73.918242, -73.918604, -73.918852, -73.919172, -73.91929, -73.919462, -73.919556, -73.919729, -73.921609, -73.923327, -73.923565, -73.925382, -73.925743, -73.926082, -73.926513, -73.927448, -73.931531, -73.9325, -73.933427, -73.934395, -73.937267, -73.937013, 40.632304, 40.632268, 40.632076, 40.631838, 40.631778, 40.631708, 40.630792, 40.629508, 40.629378, 40.629277, 40.629166, 40.626774, 40.624385, 40.624496, 40.622105, 40.619714, 40.619606, 40.619494, 40.617104, 
40.615363, 40.616046, 40.617385, 40.617426, 40.61763, 40.618406, 40.620253, 40.6186, 40.61697, 40.617927, 40.616922, 40.615017, 40.613193, 40.614479, 40.61454, 40.614658, 40.614839, 40.613943, 40.615647, 40.617202, 40.61839, 40.619548, 40.621513, 40.621941, 40.626458, 40.628005, 40.62877, 40.632096, 40.634483, 40.63747, 40.638596, 40.640239, 40.641185, 40.642725, 40.641687, 40.6399, 40.642499, 40.642384, 40.640014, 40.638163, 40.63654, 40.635259, 40.635006, 40.634947, 40.634884, 40.634827, 40.634651, 
40.632304))"
BK1802,Marine Park-Mill Basin-Bergen Beach,44974,108658.26315789473,1994.0588235294117,3380,28309,6365,0,5136,9735,3384,0.0751545337305999,0.6294525725975008,0.1415262151465291,0,0.11419931515987014,0.21645839818561835,0.07524347400720416,201,1,"list(c(-73.901989, -73.900163, -73.898261, -73.90178, -73.90848, -73.916922, -73.918604, -73.918242, -73.918162, -73.917995, -73.917515, -73.91747, -73.917265, -73.91714, -73.917008, -73.917887, -73.920527, -73.920624, -73.923497, -73.925395, -73.926401, -73.926295, -73.928478, -73.930602, -73.931731, -73.933205, -73.935018, -73.936867, -73.939716, -73.941282, -73.943145, -73.94347, -73.944827, -73.944174, -73.944055, -73.943699, -73.943641, -73.943547, -73.942312, -73.941547, -73.939347, -73.937537, 
-73.936046, -73.933513, -73.929868, -73.927691, -73.926249, -73.924441, -73.921584, -73.919693, -73.919296, -73.91782, -73.917254, -73.912994, -73.906573, -73.901445, -73.901698, -73.90319, -73.904927, -73.903457, -73.901373, -73.900672, -73.899239, -73.898559, -73.89835, -73.901989, 40.620563, 40.621677, 40.622989, 40.624816, 40.627979, 40.631669, 40.632096, 40.62877, 40.628005, 40.626458, 40.621941, 40.621513, 40.619548, 40.61839, 40.617202, 40.615647, 40.613943, 40.614839, 40.614658, 40.61454, 
40.614479, 40.613193, 40.615017, 40.616922, 40.617927, 40.61697, 40.6186, 40.620253, 40.618406, 40.61763, 40.617426, 40.617385, 40.616046, 40.612722, 40.611993, 40.610214, 40.609859, 40.609346, 40.608269, 40.608768, 40.610187, 40.608557, 40.609515, 40.608343, 40.605071, 40.60648, 40.607414, 40.605794, 40.607639, 40.607311, 40.606947, 40.606391, 40.606731, 40.60286, 40.603649, 40.604354, 40.608223, 40.611489, 40.613237, 40.614035, 40.613278, 40.613744, 40.614666, 40.615172, 40.61731, 40.620563))"
BK1803,Canarsie,87430,84697.21212121213,1680.878787878788,8087,3687,69126,23,2249,29351,9684,0.09249685462655839,0.04217087956079149,0.7906439437264097,2.630675969346906e-4,0.0257234358915704,0.33570856685348277,0.1107628960311106,779,1,"list(c(-73.918604, -73.916922, -73.90848, -73.90178, -73.901147, -73.899682, -73.895, -73.892771, -73.890815, -73.892094, -73.886357, -73.885111, -73.883649, -73.882889, -73.885421, -73.885944, -73.883718, -73.880739, -73.889587, -73.891252, -73.889994, -73.891366, -73.893547, -73.89761, -73.895861, -73.897943, -73.900892, -73.903982, -73.9058, -73.907615, -73.908681, -73.909449, -73.911823, -73.916937, -73.919951, -73.919729, -73.919556, -73.919462, -73.91929, -73.919172, -73.918852, -73.918604, 
40.632096, 40.631669, 40.627979, 40.624816, 40.625685, 40.627369, 40.630386, 40.631809, 40.630854, 40.628658, 40.630821, 40.631624, 40.632743, 40.633437, 40.63573, 40.636227, 40.63768, 40.639613, 40.648111, 40.650026, 40.651138, 40.652365, 40.655202, 40.653454, 40.651881, 40.650515, 40.648641, 40.646629, 40.648265, 40.649896, 40.650717, 40.651522, 40.649984, 40.646683, 40.644707, 40.642725, 40.641185, 40.640239, 40.638596, 40.63747, 40.634483, 40.632096))"
BK5691,Barren Island-Floyd Bennett Field,14,NA,NA,5,9,0,0,0,5,0,0.35714285714285715,0.6428571428571429,0,0,0,0.35714285714285715,0,1,1,"list(c(-73.919296, -73.903359, -73.902662, -73.893832, -73.891532, -73.8879426931966, -73.88348, -73.879222, -73.871418, -73.884456, -73.891953, -73.89862, -73.901445, -73.906573, -73.912994, -73.917254, -73.91782, -73.919296, 40.606947, 40.592391, 40.591643, 40.583652, 40.581764, 40.578385829488, 40.578935, 40.574656, 40.578535, 40.60944, 40.605525, 40.604609, 40.604354, 40.603649, 40.60286, 40.606731, 40.606391, 40.606947))"
